Model,Cluster,Component,Feature
gumbo tempcontrolsoftwaresystem tempcontrolsoftwaresystem isocontrol ,44,csproc tempsensor fan tempcontrol oiproc operatorinterface,currenttemp setpoint tempchanged currenttemp tempchanged fancmd fanack currenttemp fanack setpoint fancmd tempchanged currenttemp setpoint tempchanged currenttemp setpoint tempchanged
gumbo tempcontrolsoftwaresystem tempcontrolsoftwaresystem i ,44,tcproc tempsensor fan tempcontrol operatorinterface,currenttemp tempchanged fancmd fanack currenttemp fanack setpoint fancmd tempchanged currenttemp setpoint tempchanged
mdl  gears digital part dp ,5,mbdp dp mem dps pit gmt adt dp proc,general ev open ev close ev rectract ev extend ev maneuvring locked down error handle switch value door closed hydrolic presurized door openned gear extended gear retracted gear shock absorb mbus general ev open ev close ev rectract ev extend ev maneuvring locked down error handle switch value door closed hydrolic presurized door openned gear extended gear retracted gear shock absorb maneuvring locked down error door closed door openned gear extended gear retracted gear shock absorb general ev open ev close ev rectract ev extend ev switch value handle hydrolic presurized door closed door openned gear extended gear retracted gear shock absorb error general ev maneuvring gear extended gear retracted door openned door closed mbus
map apps pca shutoff pca shutoff imp ,42,pulseox capnograph pcapump applogic updatespothread updaterespiratoryratethread pumpcontrolthread capnographerrorthread pulseoxerrorthread appdisplay updatespothread updateetcothread updaterespiratoryratethread pumpstatusthread,spo deviceerror etco respiratoryrate deviceerror pumpnormally etco spo respiratoryrate commandpumpnormal capnographerror pulseoxerror spo respiratoryrate pumpnormal capnographerror pulseoxerror spo etco respiratoryrate commandpumpnormal show spo etco respiratoryrate statusnormal
map apps pulseox forwarding pulseox forwarding imp ,42,pulseox applogic checkspothread appdisplay updatespothread handlealarmthread,spo deviceerror spo derivedalarm alarm spo derivedalarm spo alarm
models emtest dependable notional ,7,s1 s2 s3 s4,o a b c a failure detected b failure detected o a b c a failure detected b failure detected o a b c a failure detected b failure detected o a b c a failure detected b failure detected
models peterexample i ,8,p1 t1 t2 p2 t1 t2,pd pe pd pe pd pe pd pe pd pe pd pe
networking refmodel afdx presynthesis afdx presynthesis i ,19,software layer p  p  p  p  hw platform wire  wire  wire  wire  sw  sw  cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu afdx network p  p  p  p ,sout qout sin sout qin qout sin qin sin sin afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci
networking refmodel afdx presynthesis hw platform i ,19,wire  wire  wire  wire  sw  sw  cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu,afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci
networking refmodel afdx presynthesis module i ,19,pci bus afdx es cpu,afdx afdx pci pci
networking refmodel basic afdx model basic afdx model i ,19,hw platform wire  wire  wire  wire  sw  sw  cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu software layer p  p  p  p  afdx network vl vl vl p  p  p  p ,afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci sout qout sin sout qin qout sin qin sin sin
networking refmodel basic afdx model hw platform i ,19,wire  wire  wire  wire  sw  sw  cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu cpm  pci bus afdx es cpu,afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci
networking refmodel basic afdx model module i ,19,pci bus afdx es cpu,afdx afdx pci pci
networking refmodel software layer software layer i ,26,p  p  p  p ,sout qout sin sout qin qout sin qin sin sin
