Model,Component,Feature,ConnectionInstance
polyorb hi ada hw leon local case study leon local 1,"wom , regular producer , on call producer , external event server , activation log reader , cpu 1","external interrupt depository , additional workload , handle external interrupt , additional workload depository , external interrupt , external interrupt depository , external interrupt depository , signal",
polyorb hi ada hw native case study native 1,"b , eth1 , eth2 , wom , regular producer , on call producer , external event server , activation log reader , ins , cpu 1 , cpu 2","external interrupt depository , additional workload , handle external interrupt , additional workload depository , external interrupt , external interrupt depository , external interrupt depository , signal",
polyorb hi c ping ping 1,"node a , pinger , ping me , cpu","data source , data sink",pinger.data source > ping me.data sink
polyorb hi c ping ping rtems 1,"node a , pinger , ping me , cpu","data source , data sink",pinger.data source > ping me.data sink
polyorb hi c ping ping xenomai 1,"node a , pinger , ping me , cpu","data source , data sink",pinger.data source > ping me.data sink
polyorb hi c torture torture 1,"software , per thread , spo thread , hardware","p7 , p1 , p2 , p3 , p4 , p5 , p6 , p3 , p1 , p2","per thread.p7 > spo thread.p3 , per thread.p1 > spo thread.p2 , per thread.p2 > spo thread.p1 , per thread.p3 > per thread.p4 , per thread.p5 > per thread.p6"
s18 model model complete 1,"rt1 1ghz , rt2 1ghz , rt3 1ghz , engine1 , engine2 , engine3 , powersupply1 , powersupply2 , powersupply3 , powersupply4 , maincomputer1 , maincomputer2 , maincomputer3 , maincomputer4 , votermain , norm bckp selection","statusloss , statusmisleading , generatordc , generatordc , generatordc , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , powerin , statusout , powerin , statusout , powerin , statusout , powerin , statusout , in1 , in2 , in3 , statusout , in1 , in2 , statusloss , statusmisleading","engine1.generatordc > powersupply1.dc28voltrawin , engine2.generatordc > powersupply2.dc28voltrawin , engine2.generatordc > powersupply3.dc28voltrawin , engine3.generatordc > powersupply4.dc28voltrawin , powersupply1.dc28voltout > maincomputer1.powerin , powersupply2.dc28voltout > maincomputer2.powerin , powersupply3.dc28voltout > maincomputer3.powerin , powersupply4.dc28voltout > maincomputer4.powerin , maincomputer1.statusout > votermain.in1 , maincomputer2.statusout > votermain.in2 , maincomputer3.statusout > votermain.in3 , maincomputer4.statusout > norm bckp selection.in2 , votermain.statusout > norm bckp selection.in1 , norm bckp selection.statusloss > statusloss , norm bckp selection.statusmisleading > statusmisleading"
s18 model v2 model v2 complete 1,"rt1 1ghz , rt2 1ghz , rt3 1ghz , enginesubsystem , engine1 , engine2 , engine3 , powersupply1 , powersupply2 , powersupply3 , powersupply4 , maincomputer1 , maincomputer2 , maincomputer3 , maincomputer4 , votermain , norm bckp selection","statusloss , statusmisleading , engine1 generatordc , engine2 generatordc 1 , engine2 generatordc 2 , engine3 generatordc , generatordc , generatordc , generatordc , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , powerin , statusout , powerin , statusout , powerin , statusout , powerin , statusout , in1 , in2 , in3 , statusout , in1 , in2 , statusloss , statusmisleading","enginesubsystem.engine1.generatordc > powersupply1.dc28voltrawin , enginesubsystem.engine2.generatordc > powersupply2.dc28voltrawin , enginesubsystem.engine2.generatordc > powersupply3.dc28voltrawin , enginesubsystem.engine3.generatordc > powersupply4.dc28voltrawin , powersupply1.dc28voltout > maincomputer1.powerin , powersupply2.dc28voltout > maincomputer2.powerin , powersupply3.dc28voltout > maincomputer3.powerin , powersupply4.dc28voltout > maincomputer4.powerin , maincomputer1.statusout > votermain.in1 , maincomputer2.statusout > votermain.in2 , maincomputer3.statusout > votermain.in3 , maincomputer4.statusout > norm bckp selection.in2 , votermain.statusout > norm bckp selection.in1 , norm bckp selection.statusloss > statusloss , norm bckp selection.statusmisleading > statusmisleading"
s18 powerplants powerplants 1,"engine1 , engine2 , engine3","engine1 generatordc , engine2 generatordc 1 , engine2 generatordc 2 , engine3 generatordc , generatordc , generatordc , generatordc","engine1.generatordc > engine1 generatordc , engine2.generatordc > engine2 generatordc 1 , engine2.generatordc > engine2 generatordc 2 , engine3.generatordc > engine3 generatordc"
se206 tp3 integration main sys fla 1,"the net , the dist sensor , the pos sensor , the engine , the app , obst detection , spd computation , cmd computation , the app cpu , the dist sensor cpu , the pos sensor cpu , the engine cpu","dist , pos , cmd , obst , dist , pos , obst , cmd , dist , obst , pos , spd , spd , cmd , net access , net access , net access , net access","spd computation.spd > cmd computation.spd , the dist sensor.dist > the app.obst detection.dist , the pos sensor.pos > the app.spd computation.pos , the app.obst detection.obst > the engine.obst , the app.cmd computation.cmd > the engine.cmd , the app cpu.net access > the net , the dist sensor cpu.net access > the net , the pos sensor cpu.net access > the net , the engine cpu.net access > the net"
se206 tp3 integration main sys 1,"the net , the dist sensor , the pos sensor , the engine , the app , obst detection , spd computation , cmd computation , the app cpu , the dist sensor cpu , the pos sensor cpu , the engine cpu","dist , pos , cmd , obst , dist , pos , obst , cmd , dist , obst , pos , spd , spd , cmd , net access , net access , net access , net access","spd computation.spd > cmd computation.spd , the dist sensor.dist > the app.obst detection.dist , the pos sensor.pos > the app.spd computation.pos , the app.obst detection.obst > the engine.obst , the app.cmd computation.cmd > the engine.cmd , the app cpu.net access > the net , the dist sensor cpu.net access > the net , the pos sensor cpu.net access > the net , the engine cpu.net access > the net"
se206 tp3 integration main sys rta 1,"the net , the dist sensor , the pos sensor , the engine , the app , obst detection , spd computation , cmd computation , the app cpu , the dist sensor cpu , the pos sensor cpu , the engine cpu","dist , pos , cmd , obst , dist , pos , obst , cmd , dist , obst , pos , spd , spd , cmd , net access , net access , net access , net access","spd computation.spd > cmd computation.spd , the dist sensor.dist > the app.obst detection.dist , the pos sensor.pos > the app.spd computation.pos , the app.obst detection.obst > the engine.obst , the app.cmd computation.cmd > the engine.cmd , the app cpu.net access > the net , the dist sensor cpu.net access > the net , the pos sensor cpu.net access > the net , the engine cpu.net access > the net"
se206 tp3 integration proxy main sys rta 1,"the net , the dist sensor , the pos sensor , the engine , the app , obst detection , spd computation , cmd computation , the app cpu , the dist sensor cpu , the pos sensor cpu , the engine cpu","dist , pos , cmd , obst , dist , pos , obst , cmd , dist , obst , pos , spd , spd , cmd , net access , net access , net access , net access","spd computation.spd > cmd computation.spd , the dist sensor.dist > the app.obst detection.dist , the pos sensor.pos > the app.spd computation.pos , the app.obst detection.obst > the engine.obst , the app.cmd computation.cmd > the engine.cmd , the app cpu.net access > the net , the dist sensor cpu.net access > the net , the pos sensor cpu.net access > the net , the engine cpu.net access > the net"
smart home arch clients clients 1,client control unit,"in clients mcr , out clients mcr , in clients rs , out clients rs , ccu data receiver , ccu data sender","in clients mcr > client control unit.ccu data receiver , in clients rs > client control unit.ccu data receiver , client control unit.ccu data sender > out clients mcr , client control unit.ccu data sender > out clients rs"
smart home arch maincontrolrouter maincontrolrouter 1,"zigbee device controller , ip device controller , remote msg control , main controller","in mcr remote , out mcr remote , in mcr zd , out mcr zd , in mcr ipd , out mcr ipd , dev data receiver , dev data sender , ctr data receiver , ctr data sender , dev data receiver , dev data sender , ctr data receiver , ctr data sender , app data receiver , app data sender , ctr data receiver , ctr data sender , zdc data receiver , zdc data sender , ipdc data receiver , ipdc data sender , remote data receiver , remote data sender","in mcr remote > remote msg control.app data receiver , in mcr zd > zigbee device controller.dev data receiver , in mcr ipd > ip device controller.dev data receiver , zigbee device controller.dev data sender > out mcr zd , zigbee device controller.ctr data sender > main controller.zdc data receiver , ip device controller.dev data sender > out mcr ipd , ip device controller.ctr data sender > main controller.ipdc data receiver , remote msg control.app data sender > out mcr remote , remote msg control.ctr data sender > main controller.remote data receiver , main controller.zdc data sender > zigbee device controller.ctr data receiver , main controller.ipdc data sender > ip device controller.ctr data receiver , main controller.remote data sender > remote msg control.ctr data receiver"
smart home arch remoteserver remoteserver 1,"client controller , router controller","in rs mcr , out rs mcr , in rs clients , out rs clients , cc data receiver , cc data sender , rc data receiver , rc data sender","in rs mcr > router controller.rc data receiver , in rs clients > client controller.cc data receiver , client controller.cc data sender > out rs clients , router controller.rc data sender > out rs mcr"
smart home arch smart home system smart home 1,"zigbee devices , ip devices , main control router , zigbee device controller , ip device controller , remote msg control , main controller , remote server , client controller , router controller , clients , client control unit","in zd mcr , out zd mcr , in ipd mcr , out ipd mcr , in mcr remote , out mcr remote , in mcr zd , out mcr zd , in mcr ipd , out mcr ipd , dev data receiver , dev data sender , ctr data receiver , ctr data sender , dev data receiver , dev data sender , ctr data receiver , ctr data sender , app data receiver , app data sender , ctr data receiver , ctr data sender , zdc data receiver , zdc data sender , ipdc data receiver , ipdc data sender , remote data receiver , remote data sender , in rs mcr , out rs mcr , in rs clients , out rs clients , cc data receiver , cc data sender , rc data receiver , rc data sender , in clients mcr , out clients mcr , in clients rs , out clients rs , ccu data receiver , ccu data sender","zigbee device controller.ctr data sender > main controller.zdc data receiver , ip device controller.ctr data sender > main controller.ipdc data receiver , remote msg control.ctr data sender > main controller.remote data receiver , main controller.zdc data sender > zigbee device controller.ctr data receiver , main controller.ipdc data sender > ip device controller.ctr data receiver , main controller.remote data sender > remote msg control.ctr data receiver , zigbee devices.out zd mcr > main control router.zigbee device controller.dev data receiver , ip devices.out ipd mcr > main control router.ip device controller.dev data receiver , main control router.zigbee device controller.dev data sender > zigbee devices.in zd mcr , main control router.ip device controller.dev data sender > ip devices.in ipd mcr , main control router.remote msg control.app data sender > remote server.router controller.rc data receiver , main control router.remote msg control.app data sender > clients.client control unit.ccu data receiver , remote server.client controller.cc data sender > clients.client control unit.ccu data receiver , remote server.router controller.rc data sender > main control router.remote msg control.app data receiver , clients.client control unit.ccu data sender > main control router.remote msg control.app data receiver , clients.client control unit.ccu data sender > remote server.client controller.cc data receiver"
smarthome smart home arch appliances 1,"activator , power source","appliance switch , current status , activate devices , running devices , battery level , cofig , measuring , status","appliance switch > activator.activate devices , activator.running devices > current status , activator.running devices > current status , power source.status > activator.battery level"
smarthome smart home arch client tier 1,"smarthome hw platform , plugin","configuration , monitoring , busdata , configure control , configured control","monitoring > plugin.configure control , plugin.configured control > configuration"
smarthome smart home arch home controller framework 1,"system settings , user command , schedular , software updater , protocol layer","busdata , fin , fout , change settings , updated settings , give command , execute command , set schedular , scheduled task , command , status , pinput , poutput","fin > system settings.change settings , fin > schedular.set schedular , fin > user command.give command , fin > software updater.command , fin > protocol layer.pinput , system settings.updated settings > fout , user command.execute command > fout , schedular.scheduled task > fout , software updater.status > fout , protocol layer.poutput > fout"
smarthome smart home arch plugin 1,"software updater , plugin manager , event manager , custom plugin , protocol layer","busdata , configure control , configured control , command , status , installation , current status , regin , current status , command , status , pinput , poutput","configure control > software updater.command , configure control > plugin manager.installation , configure control > event manager.regin , configure control > custom plugin.command , configure control > protocol layer.pinput , software updater.status > configured control , plugin manager.current status > configured control , event manager.current status > configured control , custom plugin.status > configured control , protocol layer.poutput > configured control"
smarthome smart home arch sensor unit 1,"hw , plugin , home controller framework","sense inward moment , user command , configuration , busdata , configure control , configured control , busdata , fin , fout","configuration > plugin.configure control , configuration > home controller framework.fin , hw > plugin.busdata , hw > home controller framework.busdata , plugin.configured control > user command , home controller framework.fout > user command"
smarthome smart home arch smarthome 1,"in range , communicator , home controller , client tier , smarthome hw platform , plugin , appliances","turn on instructed appliance , sensor instruction , turn off instructed appliance , sensor instruction , sense inward moment , user command , configuration , configuration , monitoring , busdata , configure control , configured control , appliance switch , current status","in range.turn on instructed appliance > appliances.appliance switch , communicator.turn off instructed appliance > appliances.appliance switch , home controller.sense inward moment > in range.sensor instruction , home controller.user command > communicator.sensor instruction , client tier.plugin.configured control > home controller.configuration , appliances.current status > client tier.plugin.configure control"
