Model,Cluster,Component,Feature
map apps pulseox forwarding pulseox forwarding imp,42,pulseox applogic checkspothread appdisplay updatespothread handlealarmthread,spo deviceerror spo derivedalarm alarm spo derivedalarm spo alarm
model emtest dependable notional,7,s1 s2 s3 s4,b c failure detected b failure detected b c failure detected b failure detected b c failure detected b failure detected b c failure detected b failure detected
model peterexample,8,p1 t1 t2 p2 t1 t2,pd pe pd pe pd pe pd pe pd pe pd pe
networking refmodel afdx presynthesis afdx presynthesis,19,software layer p p p p hw platform wire wire wire wire sw sw cpm pci bus afdx e cpu cpm pci bus afdx e cpu cpm pci bus afdx e cpu afdx network p p p p,sout qout sin sout qin qout sin qin sin sin afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci
networking refmodel afdx presynthesis hw platform,19,wire wire wire wire sw sw cpm pci bus afdx e cpu cpm pci bus afdx e cpu cpm pci bus afdx e cpu,afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci
networking refmodel afdx presynthesis module,19,pci bus afdx e cpu,afdx afdx pci pci
networking refmodel basic afdx model basic afdx model,19,hw platform wire wire wire wire sw sw cpm pci bus afdx e cpu cpm pci bus afdx e cpu cpm pci bus afdx e cpu software layer p p p p afdx network vl vl vl p p p p,afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci sout qout sin sout qin qout sin qin sin sin
networking refmodel basic afdx model hw platform,19,wire wire wire wire sw sw cpm pci bus afdx e cpu cpm pci bus afdx e cpu cpm pci bus afdx e cpu,afdx p1 afdx p2 afdx p3 afdx p4 afdx p1 afdx p2 afdx p3 afdx p4 afdx afdx pci pci afdx afdx pci pci afdx afdx pci pci
networking refmodel basic afdx model module,19,pci bus afdx e cpu,afdx afdx pci pci
networking refmodel software layer software layer,26,p p p p,sout qout sin sout qin qout sin qin sin sin
networking refmodel tte model hw platform,19,wire wire wire wire sw sw cpm pci bus tte e cpu cpm pci bus tte e cpu cpm pci bus tte e cpu,tte p1 tte p2 tte p3 tte p4 tte p1 tte p2 tte p3 tte p4 tte tte pci pci tte tte pci pci tte tte pci pci
networking refmodel tte model module,19,pci bus tte e cpu,tte tte pci pci
networking refmodel tte model tte model,19,hw platform wire wire wire wire sw sw cpm pci bus tte e cpu cpm pci bus tte e cpu cpm pci bus tte e cpu software layer p p p p tte network vl vl vl p p p p,tte p1 tte p2 tte p3 tte p4 tte p1 tte p2 tte p3 tte p4 tte tte pci pci tte tte pci pci tte tte pci pci sout qout sin sout qin qout sin qin sin sin
qa accessconn gps,38,gps gps,ba oute oute ba oute ba
qa accessconn top,38,b1 g gps gps,ba oute oute ba oute ba
qa bugplatsys foo imp,18,b s1 c,p q p
qa bugplat sysplat imp,18,c,p q p
qa carsystem carrt,18,powertrain exhaustsystem,exhaustoutput exhaustmanifold
qa connectioninheritance top iext,2,sys sys,tin pin pout pin pout
qa connectioninheritance top,2,sys sys,tin pin pout pin pout
qa connectiontiming,24,p1 t1 p2 t2,outp outp inp inp
qa connname pth,26,pp,minp moutp minpp moutpp
qa connname top basic,24,mysrc mysink,outp inp
qa emv issue bus,20,b,bpin bpm bpout
qa emv issue,19,s1 s2 s3 a1 a2 pi pm po b b,tempval tempval tempval action action ba temperature temperature temperature ba ba action data bpin bpm bpout
qa etef top,38,sen act proc,fg fgs fgp fgss fgpp
qa flowspeclat top basic,24,mysrc mysink,outp inp
qa issue,24,p1 t1 p2 t2,outp outp inp inp
qa issue,9,p1,pin pout pin pout
qa issue app,23,process subthread,port port port
qa issue app,23,process subthread,port port port
qa issue swsystem,23,application process subthread application process subthread,port port port port port port
qa issue topsystem,23,software application process subthread application process subthread,port port port port port port
qa issue,24,p1 t1 p2 t2,outp outp inp inp
qa issue sysparent imp,26,c1 c2,p q p q
qa issue sysinverseofpfg imp,2,sp,flip pout nestpfg pin invpfg pin nestpfg pin invpfg pin pin
qa issue test test,16,test,test port
