Model,Component,Feature,ConnectionInstance
polyorb hi ada hw leon local case study leon local,wom regular producer call producer external event server activation log reader cpu,external interrupt depository additional workload handle external interrupt additional workload depository external interrupt external interrupt depository external interrupt depository signal,
polyorb hi ada hw native case study native,b eth eth wom regular producer call producer external event server activation log reader in cpu cpu,external interrupt depository additional workload handle external interrupt additional workload depository external interrupt external interrupt depository external interrupt depository signal,
polyorb hi c ping ping,node pinger ping cpu,data source data sink,pingerdata source ping medata sink
polyorb hi c ping ping rtems,node pinger ping cpu,data source data sink,pingerdata source ping medata sink
polyorb hi c ping ping xenomai,node pinger ping cpu,data source data sink,pingerdata source ping medata sink
polyorb hi c torture torture,software per thread spo thread hardware,p p p p p p p p p p,per threadp spo threadp per threadp spo threadp per threadp spo threadp per threadp per threadp per threadp per threadp
model model complete,rt ghz rt ghz rt ghz engine engine engine powersupply powersupply powersupply powersupply maincomputer maincomputer maincomputer maincomputer votermain norm bckp selection,statusloss statusmisleading generatordc generatordc generatordc dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout powerin statusout powerin statusout powerin statusout powerin statusout statusout statusloss statusmisleading,enginegeneratordc powersupplydcvoltrawin enginegeneratordc powersupplydcvoltrawin enginegeneratordc powersupplydcvoltrawin enginegeneratordc powersupplydcvoltrawin powersupplydcvoltout maincomputerpowerin powersupplydcvoltout maincomputerpowerin powersupplydcvoltout maincomputerpowerin powersupplydcvoltout maincomputerpowerin maincomputerstatusout votermainin maincomputerstatusout votermainin maincomputerstatusout votermainin maincomputerstatusout norm bckp selectionin votermainstatusout norm bckp selectionin norm bckp selectionstatusloss statusloss norm bckp selectionstatusmisleading statusmisleading
model v model v complete,rt ghz rt ghz rt ghz enginesubsystem engine engine engine powersupply powersupply powersupply powersupply maincomputer maincomputer maincomputer maincomputer votermain norm bckp selection,statusloss statusmisleading engine generatordc engine generatordc engine generatordc engine generatordc generatordc generatordc generatordc dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout dcvoltrawin dcvoltout powerin statusout powerin statusout powerin statusout powerin statusout statusout statusloss statusmisleading,enginesubsystemenginegeneratordc powersupplydcvoltrawin enginesubsystemenginegeneratordc powersupplydcvoltrawin enginesubsystemenginegeneratordc powersupplydcvoltrawin enginesubsystemenginegeneratordc powersupplydcvoltrawin powersupplydcvoltout maincomputerpowerin powersupplydcvoltout maincomputerpowerin powersupplydcvoltout maincomputerpowerin powersupplydcvoltout maincomputerpowerin maincomputerstatusout votermainin maincomputerstatusout votermainin maincomputerstatusout votermainin maincomputerstatusout norm bckp selectionin votermainstatusout norm bckp selectionin norm bckp selectionstatusloss statusloss norm bckp selectionstatusmisleading statusmisleading
powerplants powerplants,engine engine engine,engine generatordc engine generatordc engine generatordc engine generatordc generatordc generatordc generatordc,enginegeneratordc engine generatordc enginegeneratordc engine generatordc enginegeneratordc engine generatordc enginegeneratordc engine generatordc
se tp integration main sys fla,net dist sensor po sensor engine app obst detection spd computation cmd computation app cpu dist sensor cpu po sensor cpu engine cpu,dist po cmd obst dist po obst cmd dist obst po spd spd cmd net access net access net access net access,spd computationspd cmd computationspd dist sensordist appobst detectiondist po sensorpos appspd computationpos appobst detectionobst engineobst appcmd computationcmd enginecmd app cpunet access net dist sensor cpunet access net po sensor cpunet access net engine cpunet access net
se tp integration main sys,net dist sensor po sensor engine app obst detection spd computation cmd computation app cpu dist sensor cpu po sensor cpu engine cpu,dist po cmd obst dist po obst cmd dist obst po spd spd cmd net access net access net access net access,spd computationspd cmd computationspd dist sensordist appobst detectiondist po sensorpos appspd computationpos appobst detectionobst engineobst appcmd computationcmd enginecmd app cpunet access net dist sensor cpunet access net po sensor cpunet access net engine cpunet access net
se tp integration main sys rta,net dist sensor po sensor engine app obst detection spd computation cmd computation app cpu dist sensor cpu po sensor cpu engine cpu,dist po cmd obst dist po obst cmd dist obst po spd spd cmd net access net access net access net access,spd computationspd cmd computationspd dist sensordist appobst detectiondist po sensorpos appspd computationpos appobst detectionobst engineobst appcmd computationcmd enginecmd app cpunet access net dist sensor cpunet access net po sensor cpunet access net engine cpunet access net
se tp integration proxy main sys rta,net dist sensor po sensor engine app obst detection spd computation cmd computation app cpu dist sensor cpu po sensor cpu engine cpu,dist po cmd obst dist po obst cmd dist obst po spd spd cmd net access net access net access net access,spd computationspd cmd computationspd dist sensordist appobst detectiondist po sensorpos appspd computationpos appobst detectionobst engineobst appcmd computationcmd enginecmd app cpunet access net dist sensor cpunet access net po sensor cpunet access net engine cpunet access net
smart home arch client client,client control unit,client mcr client mcr client r client r ccu data receiver ccu data sender,client mcr client control unitccu data receiver client r client control unitccu data receiver client control unitccu data sender client mcr client control unitccu data sender client r
smart home arch maincontrolrouter maincontrolrouter,zigbee device controller ip device controller remote msg control main controller,mcr remote mcr remote mcr zd mcr zd mcr ipd mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender,mcr remote remote msg controlapp data receiver mcr zd zigbee device controllerdev data receiver mcr ipd ip device controllerdev data receiver zigbee device controllerdev data sender mcr zd zigbee device controllerctr data sender main controllerzdc data receiver ip device controllerdev data sender mcr ipd ip device controllerctr data sender main controlleripdc data receiver remote msg controlapp data sender mcr remote remote msg controlctr data sender main controllerremote data receiver main controllerzdc data sender zigbee device controllerctr data receiver main controlleripdc data sender ip device controllerctr data receiver main controllerremote data sender remote msg controlctr data receiver
smart home arch remoteserver remoteserver,client controller router controller,r mcr r mcr r client r client cc data receiver cc data sender rc data receiver rc data sender,r mcr router controllerrc data receiver r client client controllercc data receiver client controllercc data sender r client router controllerrc data sender r mcr
smart home arch smart home system smart home,zigbee device ip device main control router zigbee device controller ip device controller remote msg control main controller remote server client controller router controller client client control unit,zd mcr zd mcr ipd mcr ipd mcr mcr remote mcr remote mcr zd mcr zd mcr ipd mcr ipd dev data receiver dev data sender ctr data receiver ctr data sender dev data receiver dev data sender ctr data receiver ctr data sender app data receiver app data sender ctr data receiver ctr data sender zdc data receiver zdc data sender ipdc data receiver ipdc data sender remote data receiver remote data sender r mcr r mcr r client r client cc data receiver cc data sender rc data receiver rc data sender client mcr client mcr client r client r ccu data receiver ccu data sender,zigbee device controllerctr data sender main controllerzdc data receiver ip device controllerctr data sender main controlleripdc data receiver remote msg controlctr data sender main controllerremote data receiver main controllerzdc data sender zigbee device controllerctr data receiver main controlleripdc data sender ip device controllerctr data receiver main controllerremote data sender remote msg controlctr data receiver zigbee devicesout zd mcr main control routerzigbee device controllerdev data receiver ip devicesout ipd mcr main control routerip device controllerdev data receiver main control routerzigbee device controllerdev data sender zigbee devicesin zd mcr main control routerip device controllerdev data sender ip devicesin ipd mcr main control routerremote msg controlapp data sender remote serverrouter controllerrc data receiver main control routerremote msg controlapp data sender clientsclient control unitccu data receiver remote serverclient controllercc data sender clientsclient control unitccu data receiver remote serverrouter controllerrc data sender main control routerremote msg controlapp data receiver clientsclient control unitccu data sender main control routerremote msg controlapp data receiver clientsclient control unitccu data sender remote serverclient controllercc data receiver
smarthome smart home arch appliance,activator power source,appliance switch current status activate device running device battery level cofig measuring status,appliance switch activatoractivate device activatorrunning device current status activatorrunning device current status power sourcestatus activatorbattery level
smarthome smart home arch client tier,smarthome hw platform plugin,configuration monitoring busdata configure control configured control,monitoring pluginconfigure control pluginconfigured control configuration
smarthome smart home arch home controller framework,system setting user command schedular software updater protocol layer,busdata fin fout change setting updated setting give command execute command set schedular scheduled task command status pinput poutput,fin system settingschange setting fin schedularset schedular fin user commandgive command fin software updatercommand fin protocol layerpinput system settingsupdated setting fout user commandexecute command fout schedularscheduled task fout software updaterstatus fout protocol layerpoutput fout
smarthome smart home arch plugin,software updater plugin manager event manager custom plugin protocol layer,busdata configure control configured control command status installation current status regin current status command status pinput poutput,configure control software updatercommand configure control plugin managerinstallation configure control event managerregin configure control custom plugincommand configure control protocol layerpinput software updaterstatus configured control plugin managercurrent status configured control event managercurrent status configured control custom pluginstatus configured control protocol layerpoutput configured control
smarthome smart home arch sensor unit,hw plugin home controller framework,sense inward moment user command configuration busdata configure control configured control busdata fin fout,configuration pluginconfigure control configuration home controller frameworkfin hw pluginbusdata hw home controller frameworkbusdata pluginconfigured control user command home controller frameworkfout user command
smarthome smart home arch smarthome,range communicator home controller client tier smarthome hw platform plugin appliance,turn instructed appliance sensor instruction turn instructed appliance sensor instruction sense inward moment user command configuration configuration monitoring busdata configure control configured control appliance switch current status,rangeturn instructed appliance appliancesappliance switch communicatorturn instructed appliance appliancesappliance switch home controllersense inward moment rangesensor instruction home controlleruser command communicatorsensor instruction client tierpluginconfigured control home controllerconfiguration appliancescurrent status client tierpluginconfigure control
smartthermostatsystem thermostat arch thermostat controller,thermostat mode,bus access curr temp desired temp control control display temp lower desired auto upper desired auto echo mode alarm location controller status status lower desired auto upper desired auto echo mode location controller port,lower desired auto thermostat modelower desired auto upper desired auto thermostat modeupper desired auto echo mode thermostat modeecho mode location controller thermostat modelocation controller
