Model,Cluster,Component,Feature
modelagemaadl resourcebudgets scs dualtier2 3,19,"sensor1 , sensor2 , actuator , dcs , dca , iop , sense1 , sense2 , actuate , app , filter , control , hw , canbus , pcibus , m , pc1 , pc2","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor , power , canbusaccess , power , power , power , pci , power , cb , pci , power , cb , pci"
modelagemaadl resourcebudgets scs tier0 1,18,"sensor1 , sensor2 , actuator , dcs , dca , hw","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets scs tier0 2,18,"sensor1 , sensor2 , actuator , dcs , dca , hw","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets scs tier0 3,18,"sensor1 , sensor2 , actuator , dcs , dca , hw","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess"
modelagemaadl resourcebudgets scs tier1 1,19,"sensor1 , sensor2 , actuator , dcs , dca , hw , canbus , pci , ram , cpu","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets scs tier1 2,19,"sensor1 , sensor2 , actuator , dcs , dca , hw , canbus , pci , ram , cpu","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets scs tier1 3,19,"sensor1 , sensor2 , actuator , dcs , dca , hw , canbus , pci , ram , cpu","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci"
modelagemaadl resourcebudgets scs tier2 1,19,"sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets scs tier2 2,19,"sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
modelagemaadl resourcebudgets scs tier2 3,19,"sensor1 , sensor2 , actuator , dcs , hw , canbus , pci , ram , cpu , dca , iop , sense1 , sense2 , actuate , app , filter , control","power , power , sensorout , canbusaccess , power , sensorout , canbusaccess , power , actuatorin , canbusaccess , power , canbusaccess , sensor1in , sensor2in , actuatorout , power , canbusaccess , power , power , power , pci , power , cb , pci , sensor1in , sensor2in , actuatorout , sensorin1 , senseout1 , sensorin2 , senseout2 , controlin , actuatorout , signalout , signalin , signalout , signalin , controlin , actuate , samplingin1 , samplingin2 , controlout , sensorraw1 , sensorraw2 , sensorfiltered , sensorfiltered , actuatesensor"
ocarina flightcontrolsystem fcs 1,41,"i2c , operator , gps , imu , platform , node a , ff , nl , nf , pl , pf , fl , ap , cpu rm","pos c , i2c , position , i2c , angle , acc , i2c , order , i2c , angle , position , acc , pos c , order , angle o , angle , pos c , pos o , acc c , pos i , pos o , acc c , acc o , angle c , acc i , acc o , angle c , angle o , order , position , acc , acc i , pos i , i2c"
ocarina gps interface satellite others 1,43,"satpos , mygps","position , observation , wakeup , position , observation , wakeup"
ocarina hardware dual processor powerpc 1,21,"bus , shared memory , left , right","card connector , card connector , card connector"
ocarina model i 1,40,"rtbus , layer topsecret , layer secret , layer unclassified , node1 netif , node2 netif , node1 memory , topsecret , secret , unclassified , driver , node2 memory , topsecret , secret , unclassified , driver , node1 partition topsecret , thr , node1 partition secret , thr , node1 partition unclassified , thr , node2 partition topsecret , node2 partition secret , node2 partition unclassified , node1 , runtime secret , runtime topsecret , runtime unclassified , runtime netif , node2 , runtime secret , runtime topsecret , runtime unclassified , runtime netif","the bus , the bus , outgoing , outgoing , outgoing"
ocarina pingpong s i 1,44,"pingpong , ping1 , pong1 , cpu1","output ev , input ev"
ocarina pingpong t i 1,36,"subsys1 , pingpong , ping1 , pong1 , cpu1 , subsys2 , pingpong , ping1 , pong1 , cpu1","output ev , input ev , output ev , input ev"
ocarina producer consumer pc simple native 1,36,"the bus , t , pr a , producer , pr b , consumer , cpu","alpha , data source , beta , data sink , eth"
ocarina radar radar simple 1,40,"vme , aerial , rotor , monitor , ram , , receive , analyse , display , transmit , control angle , cpu","antenna out , antenna in , vme , motor out , vme , screen in , vme , vme , receive pulse , get angle , to screen , send pulse , receiver out , receiver in , from receiver , analyser out , from controller , from transmitter , display in , display out , transmitter out 1 , transmitter out 2 , controller in , controller out , vme"
ocarina s s 1,5,pc part,"bustype 1 1 , pp 1"
ocarina t15 integrated t15 i 1,18,"s1 , s2","b1 , b1"
ocarina t15 15 i 1,26,"process1 , process2","fg , dport , edport , eport , datap , sp , spg , fg , dport , edport , eport , datap , sp , spg"
ocarina t16 t16 i 1,30,"s1 , s2 , s3","e1 , e1 , e1 , e2"
ocarina t16 t16 one i 1,9,p1,"e1 , e1"
ocarina t16 t16 three i 1,9,p1,"e1 , e2 , e1 , e2"
ocarina t16 t16 two i 1,9,p1,"e1 , e1"
ocarina testfeaturegroup top i 1,16,"s1 , s2","fg , f1 , f2 , fg , f1 , f2"
ocarina test xml connections 1,17,"b1 , d1 , p1 , t1 , t2 , p2 , t1 , t2","b1 , in port , out port , in port , out port , in port , out port , in port , out port , in port , out port , in port , out port"
ocarina test carext 1,44,"powertrain , exhaustsystem","exhaustoutput , exhaustmanifold"
ocarina test carrt 1,44,"powertrain , exhaustsystem","exhaustoutput , exhaustmanifold"
ocarina test order deployment 1,17,"p1 , t1","out port , out port"
ocarina test s 1,20,"bus1 , part1",rba
ocarina t s2 i 1,24,"a , b","outp , inp"
ocarina t s i 1,24,"a , b","outp , inp"
ocarina vehicle root 1,43,"vehicle , speed controller , position controller , airbag controller , direction controller","vehicle cmd input , speed command , position command , airbag command , direction command , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage"
ocarina vehicle vehicle standard 1,43,"speed controller , position controller , airbag controller , direction controller","vehicle cmd input , speed command , position command , airbag command , direction command , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage , command data , engage , disengage"
oqarina car car 1,44,"can , process a , t1 , t2 , process b , t3 , t4 , t5 , t6 , process c , t7 , t8 , t9 , cpu a , cpu b , cpu c","m1 out , m2 in , m1 out , m2 in , m1 in , m2 out , m3 out , m2 out , m1 in , m3 out , m3 in , m4 in , m3 in , m4 out"
parkingproject parking parking simple 1,39,"vme , camera in , camera out , gate in , gate out , inductive loop in , inductive loop out , gate loop in , gate loop out , check out , board , parking slot1 , parking slot2 , parking slot3 , ram , , inductive loop in thread , plates data thread , car passed entry thread , car parked thread , car moved thread , inductive loop out thread , calculate price , open gate out thread , car passed exit thread , cpu","plates data , recognise plates , plates data event , vme , plates data , recognise plates , plates data event , vme , open gate , close gate , open gate , close gate , car on loop , car on loop , car on loop , car on loop , parking price , parking paid , vme , open slots , vme , car in , car out , car in , car out , car in , car out , vme , plates data in , plates data out , parking price , open slots , open gate in , open gate out , car on loop in , car on loop out , recognise plates in , recognise plates out , parking paid , car on gate loop in , car on gate loop out , close gate in , close gate out , car in , car out , plates data in event , plates data event , car on loop , recognize plates in , plates data in , plates data in event , open gate in , car on loop , close gate , slots number , car parked , slots number , car moved , car on loop , recognize plates out , plate number , calculated price , plate number event , parking paid , open gate out , car on loop , close gate , vme"
polyorb hi ada d3extended probe native 1,27,"the bus , eth1 , eth2 , gnc tmtc pos , pos data , field , gnc th , tmtc th , gc , ground th , p1 , p2","out port , update , read , data source , gnc pos , tmtc pos , in port , data sink , eth , eth"
polyorb hi ada dclocal delayed connections native 1,36,"node a , sender , receiver , cpu","data source , n cycle , data sink , n cycle"
polyorb hi ada flowlatencysampleddata application allperiodicsampled 1,42,"sense , actuate , compute1 , tstep1 , compute2 , tstep2 , compute3 , tstep3","db , outed , devbus , ined , devbus , ined , outed , ined , outed , ined , outed , ined , outed , ined , outed , ined , outed"
polyorb hi ada hw leon case study leon 1,27,"b , wom , regular producer , on call producer , external event server , activation log reader , ins , cpu 1 , cpu 2","external interrupt depository , additional workload , handle external interrupt , additional workload depository , external interrupt , external interrupt depository , external interrupt depository , signal , eth , eth"
polyorb hi ada hw leon local case study leon local 1,44,"wom , regular producer , on call producer , external event server , activation log reader , cpu 1","external interrupt depository , additional workload , handle external interrupt , additional workload depository , external interrupt , external interrupt depository , external interrupt depository , signal"
polyorb hi ada hw native case study native 1,27,"b , eth1 , eth2 , wom , regular producer , on call producer , external event server , activation log reader , ins , cpu 1 , cpu 2","external interrupt depository , additional workload , handle external interrupt , additional workload depository , external interrupt , external interrupt depository , external interrupt depository , signal"
polyorb hi c ping ping 1,36,"node a , pinger , ping me , cpu","data source , data sink"
polyorb hi c ping ping rtems 1,36,"node a , pinger , ping me , cpu","data source , data sink"
polyorb hi c ping ping xenomai 1,36,"node a , pinger , ping me , cpu","data source , data sink"
polyorb hi c torture torture 1,35,"software , per thread , spo thread , hardware","p7 , p1 , p2 , p3 , p4 , p5 , p6 , p3 , p1 , p2"
s18 model model complete 1,16,"rt1 1ghz , rt2 1ghz , rt3 1ghz , engine1 , engine2 , engine3 , powersupply1 , powersupply2 , powersupply3 , powersupply4 , maincomputer1 , maincomputer2 , maincomputer3 , maincomputer4 , votermain , norm bckp selection","statusloss , statusmisleading , generatordc , generatordc , generatordc , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , powerin , statusout , powerin , statusout , powerin , statusout , powerin , statusout , in1 , in2 , in3 , statusout , in1 , in2 , statusloss , statusmisleading"
s18 model v2 model v2 complete 1,16,"rt1 1ghz , rt2 1ghz , rt3 1ghz , enginesubsystem , engine1 , engine2 , engine3 , powersupply1 , powersupply2 , powersupply3 , powersupply4 , maincomputer1 , maincomputer2 , maincomputer3 , maincomputer4 , votermain , norm bckp selection","statusloss , statusmisleading , engine1 generatordc , engine2 generatordc 1 , engine2 generatordc 2 , engine3 generatordc , generatordc , generatordc , generatordc , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , dc28voltrawin , dc28voltout , powerin , statusout , powerin , statusout , powerin , statusout , powerin , statusout , in1 , in2 , in3 , statusout , in1 , in2 , statusloss , statusmisleading"
