Model,Cluster,Component,Feature
aadl-examples_iPCA_Operation_iPCA_Operation_i_1,43,"scanner, operation_process, drug_library, event_logger, operation_threads, boss, rate_controller, prescription_checker, max_drug_watcher, patient_bolus_checker","to_safety, infusion_flow_rate, Pumping_Mode, Halt, pump_at_KVO_rate, priming_failure, drug_not_in_library, hard_limit_violated, over_max_drug_per_hour, security_fault, cp_reset_alarm, post_fail, post_done, hw_detected_failure, to_peripherals, infusion_flow_rate, door_open, door_closed, request_bolus, do_scan, scan_done, from_power, Using_Battery_Power, Remaining_Battery_Time, low_battery_warning, to_user, system_status, clinician_bolus_duration, display_message, sound_type, alarm_inactivation, hard_limit_violated, pause_infusion, resume_infusion, clinician_request_bolus, stop_button_pressed, start_button_pressed, confirm_soft_limit_exception, reject_soft_limit_exception, soft_limit_warning, turn_off, patient_request_not_too_soon, patient_request_too_soon, over_max_drug_per_hour, from_maintenance, the_fault_log, the_security_log, get_fault_log, get_event_log, get_security_log, security_provisioning, the_event_log, load_drug_library, to_comm, alarm_inactivation, pump_at_KVO_rate, halt, crypto_control, clinician_name, patient_name, prescription, scan_data, authenticate_clinician, authenticate_patient, authenticate_prescription, authentication_fail, authentication_pass, security_fault, provisioning, alarm, info, alarm, warning, do_scan, scan_done, scan_data, infusion_flow_rate, door_open, prescription, pumping_mode, alarm_inactivation, clinician_bolus_duration, load_drug_library, alarm, warning, the_event_log, system_status, display_message, sound_type, patient_button_request, drug_not_in_library, stop_pumping_completely, pump_at_KVO_rate, hw_detected_failure, hard_limit_violated, soft_limit_warning, get_event_log, pause_infusion, resume_infusion, clinician_request_bolus, confirm_soft_limit_exception, reject_soft_limit_exception, stop_button_pressed, start_button_pressed, over_max_drug_per_hour, patient_request_not_too_soon, patient_request_too_soon, authenticate_clinician, authenticate_patient, authenticate_prescription, authentication_fail, authentication_pass, do_scan, scan_done, post_done, post_fail, door_closed, turn_off, priming_failure, load_drug_library, get_drug_record, the_drug_record, no_drug_found, log_event, the_event_log, get_event_log, infusion_flow_rate, door_open, prescription, pumping_mode, alarm, warning, cp_bolus_duration, system_status, display_message, sound_type, get_drug_record, the_drug_record, log_event, hw_detected_failure, stop_pumping_completely, pump_at_KVO_rate, hard_limit_violated, patient_button_request, patient_request_not_too_soon, patient_request_too_soon, pause_infusion, resume_infusion, cp_clinician_request_bolus, stop_button_pressed, start_button_pressed, confirm_soft_limit_exception, reject_soft_limit_exception, soft_limit_warning, over_max_drug_per_hour, no_drug_found, do_scan, scan_done, authenticate_clinician, authenticate_patient, authenticate_prescription, authentication_fail, authentication_pass, post_done, post_fail, door_closed, turn_off, priming_failure, network_stop_pump, display_message, sound_type, log_event, post_done, post_fail, stop_button_pressed, start_button_pressed, do_scan, scan_done, authenticate_clinician, authenticate_patient, authenticate_prescription, authentication_fail, authentication_pass, check_prescription, drug_not_in_library, hard_limit_violated, reject_soft_limit_exception, confirm_soft_limit_exception, prescription_okay, door_closed, begin_priming, end_priming, priming_failure, begin_infusion, halt_infusion, turn_off, infusion_flow_rate, Pumping_Mode, square_bolus_rate, patient_bolus_rate, basal_rate, vtbi, door_open, system_status, alarm, warning, cp_bolus_duration, begin_infusion, begin_priming, end_priming, halt_infusion, hw_detected_failure, stop_pumping_completely, pump_at_KVO_rate, patient_request_not_too_soon, pause_infusion, resume_infusion, cp_clinician_request_bolus, over_max_drug_per_hour, network_stop_pump, prescription, vtbi, square_bolus_rate, patient_bolus_rate, basal_rate, minimum_time_between_bolus, max_drug_per_hour, get_drug_record, the_drug_record, check_prescription, prescription_okay, drug_not_in_library, confirm_soft_limit_exception, reject_soft_limit_exception, soft_limit_warning, hard_limit_violated, infusion_flow_rate, max_drug_per_hour, Near_Max_Drug_Per_Hour, over_max_drug_per_hour, minimum_time_between_bolus, patient_button_request, patient_request_not_too_soon, patient_request_too_soon, stop"
aadl-examples_iPCA_Peripherals_iPCA_Fluid_i_1,43,"button, reservoir, pump, upstream, downstream","gpio, power_supply, mtm_bus, halt, sense, ui_touch, barcode_signal, patient_button_press, act, ui_image, ui_sound, drug_outlet, barcode_illumination, fill_reservoir, from_safety, upstream_flow_rate, downstream_flow_rate, door_open, empty_reservoir, low_reservoir, bubble, pump_too_hot, downstream_occlusion, upstream_occlusion, halt, from_operation, infusion_flow_rate, door_open, door_closed, request_bolus, do_scan, scan_done, button_press, request_bolus, door_open, low_reservoir, empty_reservoir, door_closed, rate, halt, pump_too_hot, upstream_flow_rate, upstream_occlusion, downstream_flow_rate, downstream_occlusion, bubble_detected"
aadl-examples_iPCA_Power_Power_i_1,9,"pwr, btty, vcc","p_bus, Using_Battery_Power, Remaining_Battery_Time, low_battery_warning, defective_btty, voltage_oor, Battery_Voltage, Battery_Current, Power_Voltage, Using_Battery_Power, Remaining_Battery_Time, low_battery_warning, Defective_Battery, voltage_oor, p_bus, Battery_Voltage, Battery_Current, power_voltage"
aadl-examples_MC_MissionComputer_Impl_1,41,"BUS_HW, RADIO_HW, UART_HW, MEM_HW, PROC_SW, RADIO, FLT, FPLN_FLT, FPLN_VALID, FPLN, WPM, UART, PROC_HW","UARTA, RFA, recv_map, position_status, waypoint, send_status, recv_map_in, recv_map_out, send_status_in, send_status_out, MCA, RFA, waypoint_in, waypoint_out, position_status_in, position_status_out, MCA, UARTA, MCA, recv_map, send_status, waypoint, position_status, recv_map_in, send_status_out, send_status_in, recv_map_out, filter_in, filter_out, flight_plan_in, flight_plan_out, flight_plan_in, flight_plan_out, flight_plan, recv_map, position_status, flight_plan, waypoint, position_status, position_status_in, waypoint_out, position_status_out, waypoint_in, MCA"
aadl-examples_MC_MissionComputer_Impl_2,41,"BUS_HW, RADIO_HW, FC_UART_HW, MEM_HW, PROC_SW, FC_UART, RADIO, UXAS, TaskManagerService, AutomationRequestValidatorService, RoutePlannerVisibilityService, RouteAggregatorService, AssignmentTreeBranchBoundService, PlanBuilderService, WaypointPlanManagerService, CmasiLineSearchTaskService, SendMessagesServiceMemory, SendMessagesServiceInit, PROC_HW","FC_UART, RFA, radio_recv, radio_send, fc_uart_recv, fc_uart_send, recv_data_in, recv_data_out, send_data_in, send_data_out, MCA, RFA, recv_data_in, recv_data_out, send_data_in, send_data_out, MCA, UART, MCA, uart_recv, uart_send, radio_recv, radio_send, recv_data, MissionCommand, send_data, AirVehicleState, recv_data, send_data, AutomationResponse, AirVehicleState, AutomationRequest, OperatingRegion, LineSearchTask, AutomationRequest, AirVehicleState, OperatingRegion, LineSearchTask, MissionCommand, AutomationResponse, AirVehicleConfiguration, AirVehicleState, LineSearchTask, CreateNewService, AutomationRequest, UniqueAutomationResponse, AirVehicleConfiguration, AirVehicleState, OperatingRegion, KeepInZone, KeepOutZone, AutomationResponse, UniqueAutomationRequest, KeepOutZone, KeepInZone, OperatingRegion, AirVehicleConfiguration, RoutePlanRequest_task, RoutePlanRequest_ragg, AirVehicleState, RoutePlanResponse, AirVehicleState, AirVehicleConfiguration, UniqueAutomationResquest, TaskPlanOptions, RoutePlanResponse, RoutePlanRequest, AssignmentCostMatrix, UniqueAutomationRequest, TaskPlanOptions, AssignmentCostMatrix, TaskAssignmentSummary, AirVehicleState, UniqueAutomationRequest, TaskAssignmentSummary, TaskImplementationResponse, TaskImplementationRequest, UniqueAutomationResponse, AutomationResponse, AirVehicleState, MissionCommand, AirVehicleState, AirVehicleConfiguration, UniqueAutomationRequest, UniqueAutomationResponse, RoutePlanResponse, TaskImplementationRequest, RoutePlanRequest, TaskPlanOptions, TaskImplementationResponse, CreateNewService, AirVehicleConfiguration, KeepInZone, KeepOutZone, AirVehicleState, MissionCommand, MCA"
aadl-examples_MC_MissionComputer_Impl_3,41,"BUS_HW, RADIO_HW, FC_UART_HW, MEM_HW, PROC_HW, PROC_SW, FC_UART, UARTDriver, RADIO, RadioDriver_Attestation, FlyZones, FlyZonesDatabase, UXAS, UxAS, WPM, WaypointPlanManagerService, AM, CASE_AttestationManager, AM_Gate, CASE_AttestationGate, FLT_AReq, CASE_Filter_AReq, FLT_OR, CASE_Filter_OR, FLT_LST, CASE_Filter_LST, MON_REQ, CASE_Monitor_Req, FLT_ARes, CASE_Filter_ARes, MON_GEO, CASE_Monitor_Geo","FC_UART, RFA, radio_recv, radio_send, fc_uart_recv, fc_uart_send, recv_data_in, recv_data_out, send_data_in, send_data_out, MCA, RFA, recv_data_in, recv_data_out, send_data_in, send_data_out, MCA, UART, MCA, MCA, uart_recv, uart_send, radio_recv, radio_send, recv_data, MissionCommand, send_data, AirVehicleState, recv_data, MissionCommand, send_data, AirVehicleState, am_request, am_response, recv_data, send_data, AutomationRequest, OperatingRegion, LineSearchTask, recv_data, send_data, AutomationResponse, AirVehicleState, AutomationRequest, OperatingRegion, LineSearchTask, am_request, am_response, keep_in_zones, keep_out_zones, keep_in_zones, keep_out_zones, AutomationRequest, AirVehicleState, OperatingRegion, LineSearchTask, AutomationResponse, AutomationRequest, AirVehicleState, OperatingRegion, LineSearchTask, AutomationResponse, AutomationResponse, AirVehicleState, MissionCommand, ReturnHome, AutomationResponse, AirVehicleState, MissionCommand, ReturnHome, trusted_ids, attestation_request, attestation_response, trusted_ids, attestation_request, attestation_response, trusted_ids, AutomationRequest_in, AutomationRequest_out, OperatingRegion_in, OperatingRegion_out, LineSearchTask_in, LineSearchTask_out, trusted_ids, AutomationRequest_in, AutomationRequest_out, OperatingRegion_in, OperatingRegion_out, LineSearchTask_in, LineSearchTask_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, observed, reference_1, observed, reference_1, filter_in, filter_out, filter_in, filter_out, keep_in_zones, keep_out_zones, observed, output, alert, keep_in_zones, keep_out_zones, observed, output, alert"
aadl-examples_Security_Security_System_cp_1,44,"security_process, controller, algorithms, signer, mac, verifier, mac_verifier, encryptor, decryptor, key_gen, random, key_store, security_processor","crypto_control, crypto_control, crypto_control, security_interface, key_label, algorithm, tag, source_text, nonce_in, nonce_out, result_text, okay, sign_message, mac_message, verify_signature, verify_mac, generate_key, generate_random_number, encrypt, decrypt, operation_failed, bad_format, security_interface, key_label, algorithm, tag, source_text, nonce_in, nonce_out, result_text, okay, sign_message, mac_message, verify_signature, verify_mac, generate_key, generate_random_number, encrypt, decrypt, operation_failed, bad_format, algorithm, source_text, nonce_in, key_label, result_text, fetch_key, retreived_key, sign_message, operation_failed, bad_format, algorithm, source_text, nonce_in, key_label, result_text, fetch_key, retreived_key, mac_message, operation_failed, bad_format, algorithm, source_text, tag, nonce_in, key_label, okay, fetch_key, retreived_key, verify_signature, operation_failed, bad_format, algorithm, source_text, tag, nonce_in, key_label, okay, fetch_key, retreived_key, verify_mac, operation_failed, bad_format, algorithm, source_text, nonce_in, key_label, result_text, fetch_key, retreived_key, encrypt, operation_failed, bad_format, algorithm, source_text, key_label, result_text, fetch_key, retreived_key, decrypt, operation_failed, bad_format, algorithm, requested_key_label, key_label, store_key, generate_key, operation_failed, result_text, generate_random_number, operation_failed, fetch_key, retreived_key, store_key"
aadl-examples_Security_Security_System_i_1,44,"security_process, controller, algorithms, signer, mac, verifier, mac_verifier, encryptor, decryptor, key_gen, random, key_store","crypto_control, crypto_control, crypto_control, security_interface, key_label, algorithm, tag, source_text, nonce_in, nonce_out, result_text, okay, sign_message, mac_message, verify_signature, verify_mac, generate_key, generate_random_number, encrypt, decrypt, operation_failed, bad_format, security_interface, key_label, algorithm, tag, source_text, nonce_in, nonce_out, result_text, okay, sign_message, mac_message, verify_signature, verify_mac, generate_key, generate_random_number, encrypt, decrypt, operation_failed, bad_format, algorithm, source_text, nonce_in, key_label, result_text, fetch_key, retreived_key, sign_message, operation_failed, bad_format, algorithm, source_text, nonce_in, key_label, result_text, fetch_key, retreived_key, mac_message, operation_failed, bad_format, algorithm, source_text, tag, nonce_in, key_label, okay, fetch_key, retreived_key, verify_signature, operation_failed, bad_format, algorithm, source_text, tag, nonce_in, key_label, okay, fetch_key, retreived_key, verify_mac, operation_failed, bad_format, algorithm, source_text, nonce_in, key_label, result_text, fetch_key, retreived_key, encrypt, operation_failed, bad_format, algorithm, source_text, key_label, result_text, fetch_key, retreived_key, decrypt, operation_failed, bad_format, algorithm, requested_key_label, key_label, store_key, generate_key, operation_failed, result_text, generate_random_number, operation_failed, fetch_key, retreived_key, store_key"
aadl-examples_Separation_VP_xen_1,27,"xenbr0, xenbr1, xenbr2, xenbr3, xenbr4, xenbr5, dom0, control_vm, cpal_vm, firewall_vm, operation_vm, safety_vm","eth0, eth1, eth2, xenbr5, eth0, eth1, eth2, xenbr5, eth0, eth1, eth2, xenbr5, eth0, eth1, eth2, xenbr5, eth0, eth1, eth2, xenbr5"
aadl-examples_SW_SW_Impl_1,44,"FC_UART, UARTDriver, RADIO, RadioDriver_Attestation, FlyZones, FlyZonesDatabase, UXAS, UxAS, WPM, WaypointPlanManagerService, AM, CASE_AttestationManager, AM_Gate, CASE_AttestationGate, FLT_AReq, CASE_Filter_AReq, FLT_OR, CASE_Filter_OR, FLT_LST, CASE_Filter_LST, MON_REQ, CASE_Monitor_Req, FLT_ARes, CASE_Filter_ARes, MON_GEO, CASE_Monitor_Geo","uart_recv, uart_send, radio_recv, radio_send, recv_data, MissionCommand, send_data, AirVehicleState, recv_data, MissionCommand, send_data, AirVehicleState, am_request, am_response, recv_data, send_data, AutomationRequest, OperatingRegion, LineSearchTask, recv_data, send_data, AutomationResponse, AirVehicleState, AutomationRequest, OperatingRegion, LineSearchTask, am_request, am_response, keep_in_zones, keep_out_zones, keep_in_zones, keep_out_zones, AutomationRequest, AirVehicleState, OperatingRegion, LineSearchTask, AutomationResponse, AutomationRequest, AirVehicleState, OperatingRegion, LineSearchTask, AutomationResponse, AutomationResponse, AirVehicleState, MissionCommand, ReturnHome, AutomationResponse, AirVehicleState, MissionCommand, ReturnHome, trusted_ids, attestation_request, attestation_response, trusted_ids, attestation_request, attestation_response, trusted_ids, AutomationRequest_in, AutomationRequest_out, OperatingRegion_in, OperatingRegion_out, LineSearchTask_in, LineSearchTask_out, trusted_ids, AutomationRequest_in, AutomationRequest_out, OperatingRegion_in, OperatingRegion_out, LineSearchTask_in, LineSearchTask_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, filter_in, filter_out, observed, reference_1, observed, reference_1, filter_in, filter_out, filter_in, filter_out, keep_in_zones, keep_out_zones, observed, output, alert, keep_in_zones, keep_out_zones, observed, output, alert"
aadl-examples_UAS_UAS_Impl_1,41,"RFB, GND, UAV, SBUS, MCMP, BUS_HW, RADIO_HW, UART_HW, MEM_HW, PROC_SW, RADIO, FLT, FPLN_FLT, FPLN_VALID, FPLN, WPM, UART, PROC_HW, FCTL","send_map, recv_status, RFA, RFA, recv_map, send_status, UARTA, RFA, recv_map, position_status, waypoint, send_status, recv_map_in, recv_map_out, send_status_in, send_status_out, MCA, RFA, waypoint_in, waypoint_out, position_status_in, position_status_out, MCA, UARTA, MCA, recv_map, send_status, waypoint, position_status, recv_map_in, send_status_out, send_status_in, recv_map_out, filter_in, filter_out, flight_plan_in, flight_plan_out, flight_plan_in, flight_plan_out, flight_plan, recv_map, position_status, flight_plan, waypoint, position_status, position_status_in, waypoint_out, position_status_out, waypoint_in, MCA, UARTA, waypoint, position_status"
aadl-examples_UAV_UAV_Impl_1,41,"SBUS, MCMP, BUS_HW, RADIO_HW, UART_HW, MEM_HW, PROC_SW, RADIO, FLT, FPLN_FLT, FPLN_VALID, FPLN, WPM, UART, PROC_HW, FCTL","RFA, recv_map, send_status, UARTA, RFA, recv_map, position_status, waypoint, send_status, recv_map_in, recv_map_out, send_status_in, send_status_out, MCA, RFA, waypoint_in, waypoint_out, position_status_in, position_status_out, MCA, UARTA, MCA, recv_map, send_status, waypoint, position_status, recv_map_in, send_status_out, send_status_in, recv_map_out, filter_in, filter_out, flight_plan_in, flight_plan_out, flight_plan_in, flight_plan_out, flight_plan, recv_map, position_status, flight_plan, waypoint, position_status, position_status_in, waypoint_out, position_status_out, waypoint_in, MCA, UARTA, waypoint, position_status"
